id,#,Problem Name,Link,Score,Accuracy,Difficulty,Companies,Equivalent (LeetCode),LeetCode Link,Other Platform,Other Platform Link,Notes
3e47b8b00d95ca12,14,Intersection of Two Linked Lists,https://workat.tech/problem-solving/practice/intersection-two-linked-lists/index.html,30,64%,easy,"Amazon, D. E. Shaw, Flipkart, Microsoft",Intersection of Two Linked Lists (160),https://leetcode.com/problems/intersection-of-two-linked-lists/,,,Exact same problem
907879d881bdeaae,15,Remove Duplicates from Sorted Linked List,https://workat.tech/problem-solving/practice/remove-duplicates-sorted-linked-list/index.html,30,51%,easy,"Microsoft, VMware",Remove Duplicates from Sorted List (83),https://leetcode.com/problems/remove-duplicates-from-sorted-list/,,,Exact same problem
79e95253d590e872,16,Remove Duplicates from Sorted Linked List - II,https://workat.tech/problem-solving/practice/remove-duplicates-sorted-linked-list-ii/index.html,50,45%,medium,"Microsoft, VMware",Remove Duplicates from Sorted List II (82),https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii/,,,Exact same problem (delete all nodes that have duplicates)
6880dda85d4cb64a,17,Find xth Node from End of Linked List,https://workat.tech/problem-solving/practice/find-xth-node-end-linked-list/index.html,50,73%,medium,"Adobe, Amazon, Hike, Maq Software, Morgan Stanley +4 more",Remove Nth Node From End of List (19) - related,https://leetcode.com/problems/remove-nth-node-from-end-of-list/,Kth from End of Linked List (GeeksforGeeks),https://www.geeksforgeeks.org/problems/nth-node-from-end-of-linked-list/1,GfG problem is the exact match; LC 19 additionally deletes the node
102752aa1f297e04,18,Delete Xth Node From End of Linked List,https://workat.tech/problem-solving/practice/delete-xth-node-end-linked-list/index.html,50,46%,medium,"Amazon, Microsoft",Remove Nth Node From End of List (19),https://leetcode.com/problems/remove-nth-node-from-end-of-list/,,,Exact same problem
56eb15ef8a77029b,19,Add Two Numbers as Lists,https://workat.tech/problem-solving/practice/add-numbers-lists/index.html,50,51%,medium,"Amazon, Flipkart, MakeMyTrip, Microsoft, Morgan Stanley +2 more",Add Two Numbers (2),https://leetcode.com/problems/add-two-numbers/,,,Exact same problem
a508d65d3186998f,20,Reverse a Linked List II,https://workat.tech/problem-solving/practice/reverse-linked-list-ii/index.html,50,55%,medium,"Amazon, Facebook, Microsoft",Reverse Linked List II (92),https://leetcode.com/problems/reverse-linked-list-ii/,,,Exact same problem (reverse nodes between positions m and n)
1b8ae74d2c745fe2,21,Reverse a Linked List in k-groups,https://workat.tech/problem-solving/practice/reverse-linked-list-k-group/index.html,80,64%,hard,"Amazon, Microsoft",Reverse Nodes in k-Group (25),https://leetcode.com/problems/reverse-nodes-in-k-group/,,,Exact same problem
a3facaa8b373907e,22,Add One to Linked List,https://workat.tech/problem-solving/practice/add-one-linked-list/index.html,50,62%,medium,Amazon,Plus One Linked List (369) - premium,https://leetcode.com/problems/plus-one-linked-list/,Add 1 to a Linked List Number (GeeksforGeeks),https://www.geeksforgeeks.org/problems/add-1-to-a-number-represented-as-linked-list/1,LC 369 is premium; GfG problem is the exact match
039710b7decaf42a,23,Reorder List,https://workat.tech/problem-solving/practice/reorder-linked-list/index.html,50,49%,medium,"Amazon, Microsoft, Oyo",Reorder List (143),https://leetcode.com/problems/reorder-list/,,,Exact same problem
0117989d5fe2d5d4,24,Rotate a Linked List,https://workat.tech/problem-solving/practice/rotate-linked-list/index.html,50,44%,medium,"Amazon, MakeMyTrip, Microsoft",Rotate List (61),https://leetcode.com/problems/rotate-list/,,,Exact same problem
0ff8ae0d58481d4e,25,Detect Loop in Linked List,https://workat.tech/problem-solving/practice/detect-loop-linked-list/index.html,50,56%,medium,"Amazon, D. E. Shaw, Hike, MakeMyTrip, Maq Software +7 more",Linked List Cycle (141),https://leetcode.com/problems/linked-list-cycle/,,,Exact same problem
49b3e9a351d65d10,26,Remove Loop From Linked List,https://workat.tech/problem-solving/practice/remove-loop-linked-list/index.html,50,54%,medium,"Adobe, Amazon, Goldman Sachs, MakeMyTrip, Microsoft +5 more",Linked List Cycle II (142) - related,https://leetcode.com/problems/linked-list-cycle-ii/,Remove Cycle in Linked List (GeeksforGeeks),https://www.geeksforgeeks.org/problems/remove-loop-in-linked-list/1,GfG problem is the exact match; LC 142 only finds the node where the cycle begins
c2ad049bb6849a56,27,Flatten a Multi-Level Linked List,https://workat.tech/problem-solving/practice/flatten-multi-level-linked-list/index.html,50,34%,medium,"Amazon, Flipkart, Goldman Sachs, Microsoft, Paytm +4 more",Flatten a Multilevel Doubly Linked List (430),https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list/,,,LC 430 is the multilevel doubly linked list version of this task
0db643794440620f,28,Partition List,https://workat.tech/problem-solving/practice/partition-list/index.html,50,22%,medium,Microsoft,Partition List (86),https://leetcode.com/problems/partition-list/,,,Exact same problem
281fc03abd68360b,29,Insertion Sort Linked List,https://workat.tech/problem-solving/practice/insertion-sort-linked-list/index.html,50,75%,medium,"Google, Microsoft",Insertion Sort List (147),https://leetcode.com/problems/insertion-sort-list/,,,Exact same problem
359615473c645fff,30,Merge Sort Linked List,https://workat.tech/problem-solving/practice/merge-sort-linked-list/index.html,50,53%,medium,Google,Sort List (148),https://leetcode.com/problems/sort-list/,,,Exact same problem
